Модель	Наименование	Категория	Цена	Артикул	Ссылка на товар	Источник
	Стаканчик для взвешивания,п/п V= 70 мл,D=40 мм,Н=70 мм, уп.10шт/кор.350 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Стаканчики для взвешивания п/п, Aptaca	182	11000839	https://minimed.ru/product/2214/	minimed.ru
	Стаканчик для взвешивания,п/п V=400 мл,D=70 мм,Н=120 мм, уп. 10шт/кор.100 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Стаканчики для взвешивания п/п, Aptaca	283	11000840	https://minimed.ru/product/2215/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п						
50 мл	Стакан с носиком градуированный, п/п,конический, уп.1/100/1000 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	26	11000103	https://minimed.ru/product/2137/	minimed.ru
50 мл	Стакан мерный 50/42 (с носиком ), ПЕРИНТ, уп.25 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	33	11000112	https://minimed.ru/product/4255/	minimed.ru
50 мл	Стакан .,с дел., п/п,Kartell, уп.2шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	212	11000819	https://minimed.ru/product/2139/	minimed.ru
100 мл	Стакан с носиком градуированный, п/п, конический, уп.1/100/1000 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	35	11000101	https://minimed.ru/product/2143/	minimed.ru
100 мл	Стакан мерный 100/52 (с носиком ), ПЕРИНТ, уп.16 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	39	11000113	https://minimed.ru/product/4345/	minimed.ru
100 мл	Стакан .,с дел., п/п,Kartell, уп.2шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	259	11000820	https://minimed.ru/product/2145/	minimed.ru
250 мл	Стакан с носиком градуированный, п/п, уп.1/100 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	74	11000108	https://minimed.ru/product/2148/	minimed.ru
250 мл	Стакан мерный 250/72 (с носиком ), ПЕРИНТ, уп.9 шт.	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	52	11000114	https://minimed.ru/product/4323/	minimed.ru
250 мл	Стакан .,с дел., п/п,Kartell, шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	319	11000821	https://minimed.ru/product/2150/	minimed.ru
500 мл	Стакан с носиком градуированный, п/п, уп.1/100 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	82	11000104	https://minimed.ru/product/2151/	minimed.ru
500 мл	Стакан .,с дел., п/п,Kartell, шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	515	11000816	https://minimed.ru/product/2154/	minimed.ru
1000 мл	Стакан с носиком градуированный, п/п, уп.1/100 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	120	11000843	https://minimed.ru/product/2168/	minimed.ru
1000 мл	Стакан .,с дел., п/п,Kartell, уп. 1/4 шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	1012	11000817	https://minimed.ru/product/2171/	minimed.ru
2000 мл	Стакан .,с дел., п/п,Kartell, шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	1104	11000822	https://minimed.ru/product/2175/	minimed.ru
3000 мл	Стакан ., низкий, с синей град., п/п,Kartell, шт	Лабораторная посуда и принадлежности из пластика/Стаканы без ручки, п/п	1821	11000851	https://minimed.ru/product/2181/	minimed.ru
